scenario_id,civilization_type,population_level,environment,round,population,tech_level,stability,happiness,env_degradation,conflict_count
S006,掠夺文明,城邦文明,普通位面,341,908.29,160.9755,0.0,0.4005,1.0,219
S006,掠夺文明,城邦文明,普通位面,351,927.41,225.8893,0.007,0.4017,1.0,225
S006,掠夺文明,城邦文明,普通位面,361,954.05,327.4862,0.0433,0.4121,1.0,233
S006,掠夺文明,城邦文明,普通位面,371,910.96,504.2096,0.0,0.4029,1.0,240
S006,掠夺文明,城邦文明,普通位面,381,852.08,858.1752,0.007,0.4015,1.0,242
S006,掠夺文明,城邦文明,普通位面,391,835.12,1691.9839,0.0282,0.4076,1.0,248
S006,掠夺文明,城邦文明,普通位面,401,794.97,4128.3257,0.0,0.4006,1.0,254
S006,掠夺文明,城邦文明,普通位面,411,797.47,16019.0808,0.0349,0.4096,1.0,263
S006,掠夺文明,城邦文明,普通位面,421,586.7,239866.9041,0.0,0.0363,1.0,270
S006,掠夺文明,城邦文明,普通位面,431,190.69,1.357813989425812e+31,0.0,0.0,1.0,279
S006,掠夺文明,城邦文明,普通位面,441,79.95,nan,0.0,0.3968,1.0,287
S006,掠夺文明,城邦文明,普通位面,451,59.88,nan,0.0148,0.4043,1.0,293
S006,掠夺文明,城邦文明,普通位面,461,43.5,nan,0.007,0.4015,1.0,300
S006,掠夺文明,城邦文明,普通位面,471,38.55,nan,0.0531,0.4152,1.0,303
S006,掠夺文明,城邦文明,普通位面,481,26.94,nan,0.0211,0.4055,1.0,312
S006,掠夺文明,城邦文明,普通位面,491,19.82,nan,0.0,0.4011,1.0,321
S007,掠夺文明,城邦文明,富饶位面,1,104.02,3.0069,0.5895,0.5138,0.0,0
S007,掠夺文明,城邦文明,富饶位面,11,144.65,3.0913,0.5595,0.8674,0.0,0
S007,掠夺文明,城邦文明,富饶位面,21,204.31,3.2226,0.5546,0.8655,0.0,0
S007,掠夺文明,城邦文明,富饶位面,31,285.88,3.4011,0.5377,0.8608,0.0,0
S007,掠夺文明,城邦文明,富饶位面,41,399.54,3.6269,0.535,0.8652,0.0,0
S007,掠夺文明,城邦文明,富饶位面,51,559.6,3.8963,0.5612,0.8669,0.0,0
S007,掠夺文明,城邦文明,富饶位面,61,767.9,4.2205,0.5661,0.8694,0.0,0
S007,掠夺文明,城邦文明,富饶位面,71,1080.93,4.5872,0.444,0.8319,0.0,0
S007,掠夺文明,城邦文明,富饶位面,81,1472.73,5.0096,0.5449,0.8617,0.0,1
S007,掠夺文明,城邦文明,富饶位面,91,2042.99,5.5136,0.5963,0.8775,0.0,1
S007,掠夺文明,城邦文明,富饶位面,101,2899.53,6.1172,0.6656,0.8996,0.0266,1
S007,掠夺文明,城邦文明,富饶位面,111,4194.91,6.8371,0.8103,0.8913,0.2049,1
S007,掠夺文明,城邦文明,富饶位面,121,5890.46,7.7066,0.8157,0.7703,0.6656,1
S007,掠夺文明,城邦文明,富饶位面,131,7838.88,8.7806,0.9033,0.6696,1.0,1
S007,掠夺文明,城邦文明,富饶位面,141,10214.05,10.0898,0.8296,0.6475,1.0,1
S007,掠夺文明,城邦文明,富饶位面,151,13434.8,11.7251,0.8918,0.6674,1.0,1
S007,掠夺文明,城邦文明,富饶位面,161,17444.22,13.7743,0.9244,0.6761,1.0,1
S007,掠夺文明,城邦文明,富饶位面,171,21447.65,16.3091,0.724,0.6163,1.0,1
S007,掠夺文明,城邦文明,富饶位面,181,25163.82,19.4471,0.6486,0.5946,1.0,1
S007,掠夺文明,城邦文明,富饶位面,191,29180.22,23.5101,0.7497,0.6236,1.0,1
S007,掠夺文明,城邦文明,富饶位面,201,32964.35,28.7707,0.541,0.5631,1.0,1
S007,掠夺文明,城邦文明,富饶位面,211,35859.01,35.7093,0.6371,0.5899,1.0,1
S007,掠夺文明,城邦文明,富饶位面,221,40101.25,45.4232,0.7376,0.62,1.0,1
S007,掠夺文明,城邦文明,富饶位面,231,45676.32,59.4296,0.7829,0.6389,1.0,1
S007,掠夺文明,城邦文明,富饶位面,241,52437.78,80.4626,0.8902,0.6657,1.0,1
S007,掠夺文明,城邦文明,富饶位面,251,60937.85,114.2563,0.9326,0.6789,1.0,1
S007,掠夺文明,城邦文明,富饶位面,261,70273.33,171.9766,0.9195,0.6762,1.0,1
S007,掠夺文明,城邦文明,富饶位面,271,81141.15,280.344,1.0,0.6999,1.0,1
S007,掠夺文明,城邦文明,富饶位面,281,93631.42,512.1876,0.9868,0.6946,1.0,1
S007,掠夺文明,城邦文明,富饶位面,291,107605.84,1112.6267,1.0,0.6989,1.0,1
S007,掠夺文明,城邦文明,富饶位面,301,122524.88,3256.2151,1.0,0.6996,1.0,1
S007,掠夺文明,城邦文明,富饶位面,311,140071.21,18634.0412,0.9377,0.6823,1.0,1
S007,掠夺文明,城邦文明,富饶位面,321,83682.31,2577504.2126,0.9056,0.4,1.0,1
S007,掠夺文明,城邦文明,富饶位面,331,44207.89,inf,0.6633,0.202,1.0,1
S007,掠夺文明,城邦文明,富饶位面,341,41340.16,nan,0.692,0.6063,1.0,1
S007,掠夺文明,城邦文明,富饶位面,351,41746.67,nan,0.6631,0.6012,1.0,1
S007,掠夺文明,城邦文明,富饶位面,361,40910.05,nan,0.6632,0.5977,1.0,1
S007,掠夺文明,城邦文明,富饶位面,371,41100.67,nan,0.6296,0.596,1.0,1
S007,掠夺文明,城邦文明,富饶位面,381,40663.55,nan,0.6306,0.5882,1.0,1
S007,掠夺文明,城邦文明,富饶位面,391,40516.84,nan,0.6375,0.59,1.0,1
S007,掠夺文明,城邦文明,富饶位面,401,40234.12,nan,0.5754,0.5782,1.0,1
S007,掠夺文明,城邦文明,富饶位面,411,39629.21,nan,0.6209,0.5864,1.0,1
S007,掠夺文明,城邦文明,富饶位面,421,38608.32,nan,0.5714,0.5757,1.0,1
S007,掠夺文明,城邦文明,富饶位面,431,36969.94,nan,0.3554,0.5062,1.0,1
S007,掠夺文明,城邦文明,富饶位面,441,33593.09,nan,0.3492,0.5037,1.0,2
S007,掠夺文明,城邦文明,富饶位面,451,31250.98,nan,0.2364,0.4717,1.0,4
S007,掠夺文明,城邦文明,富饶位面,461,27599.19,nan,0.1638,0.4488,1.0,9
S007,掠夺文明,城邦文明,富饶位面,471,23731.33,nan,0.1245,0.4386,1.0,16
S007,掠夺文明,城邦文明,富饶位面,481,19822.32,nan,0.2015,0.4594,1.0,24
S007,掠夺文明,城邦文明,富饶位面,491,17638.68,nan,0.1015,0.4302,1.0,29
S008,掠夺文明,城邦文明,灾厄位面,1,103.52,3.0069,0.5953,0.515,0.0,0
S008,掠夺文明,城邦文明,灾厄位面,11,143.31,3.078,0.1169,0.7433,0.0,1
S008,掠夺文明,城邦文明,灾厄位面,21,170.96,3.1507,0.0,0.7003,0.0,9
S008,掠夺文明,城邦文明,灾厄位面,31,210.07,3.2543,0.0,0.7002,0.0,16
S008,掠夺文明,城邦文明,灾厄位面,41,248.86,3.3871,0.0,0.7001,0.0,25
S008,掠夺文明,城邦文明,灾厄位面,51,301.5,3.549,0.0,0.7005,0.0,33
S008,掠夺文明,城邦文明,灾厄位面,61,369.42,3.7358,0.0,0.7002,0.0,41
S008,掠夺文明,城邦文明,灾厄位面,71,454.3,3.9488,0.0,0.7013,0.0,48
S008,掠夺文明,城邦文明,灾厄位面,81,568.55,4.1871,0.0094,0.702,0.0,53
S008,掠夺文明,城邦文明,灾厄位面,91,690.33,4.4554,0.0,0.7004,0.0,60
S008,掠夺文明,城邦文明,灾厄位面,101,838.66,4.7563,0.0,0.7,0.0,67
S008,掠夺文明,城邦文明,灾厄位面,111,1025.15,5.0909,0.0,0.6993,0.004,74
S008,掠夺文明,城邦文明,灾厄位面,121,1278.18,5.4612,0.0224,0.6974,0.0332,79
S008,掠夺文明,城邦文明,灾厄位面,131,1145.9,5.9025,0.0,0.6779,0.0809,85
S008,掠夺文明,城邦文明,灾厄位面,141,995.68,6.4762,0.0,0.6658,0.1198,88
S008,掠夺文明,城邦文明,灾厄位面,151,843.24,7.187,0.0,0.6554,0.1528,96
S008,掠夺文明,城邦文明,灾厄位面,161,738.63,8.0575,0.0,0.6473,0.1793,102
S008,掠夺文明,城邦文明,灾厄位面,171,661.69,9.069,0.0,0.6392,0.2061,109
S008,掠夺文明,城邦文明,灾厄位面,181,593.43,10.309,0.0105,0.6351,0.227,115
S008,掠夺文明,城邦文明,灾厄位面,191,546.03,11.7316,0.0,0.6268,0.2496,120
S008,掠夺文明,城邦文明,灾厄位面,201,461.27,13.4455,0.0,0.6212,0.2705,128
S008,掠夺文明,城邦文明,灾厄位面,211,391.85,15.5539,0.0,0.6159,0.2879,134
S008,掠夺文明,城邦文明,灾厄位面,221,348.91,18.084,0.0,0.6093,0.3053,139
S008,掠夺文明,城邦文明,灾厄位面,231,302.47,21.1737,0.0101,0.606,0.323,147
S008,掠夺文明,城邦文明,灾厄位面,241,255.25,24.8953,0.0,0.5975,0.3445,153
S008,掠夺文明,城邦文明,灾厄位面,251,229.12,29.6504,0.0,0.5914,0.3662,160
S008,掠夺文明,城邦文明,灾厄位面,261,213.07,35.5243,0.0098,0.5851,0.3941,165
S008,掠夺文明,城邦文明,灾厄位面,271,178.27,42.914,0.0,0.5724,0.4306,169
S008,掠夺文明,城邦文明,灾厄位面,281,169.24,52.8129,0.0,0.5611,0.4732,174
S008,掠夺文明,城邦文明,灾厄位面,291,140.76,65.9555,0.0,0.544,0.5287,181
S008,掠夺文明,城邦文明,灾厄位面,301,131.34,84.2201,0.0089,0.5264,0.5985,190
S008,掠夺文明,城邦文明,灾厄位面,311,122.26,108.9938,0.0,0.4965,0.6962,195
S008,掠夺文明,城邦文明,灾厄位面,321,102.61,146.3241,0.0,0.4597,0.8231,201
S008,掠夺文明,城邦文明,灾厄位面,331,77.04,209.1142,0.0,0.4134,0.9793,211
S008,掠夺文明,城邦文明,灾厄位面,341,59.01,327.1628,0.0,0.4001,1.0,220
S008,掠夺文明,城邦文明,灾厄位面,351,45.46,555.3419,0.0,0.4,1.0,226
S008,掠夺文明,城邦文明,灾厄位面,361,40.08,1043.787,0.007,0.4016,1.0,232
S008,掠夺文明,城邦文明,灾厄位面,371,34.88,2256.9091,0.007,0.4016,1.0,239
S008,掠夺文明,城邦文明,灾厄位面,381,29.7,6581.7979,0.0,0.401,1.0,244
S008,掠夺文明,城邦文明,灾厄位面,391,24.05,38372.7061,0.0,0.4004,1.0,251
S008,掠夺文明,城邦文明,灾厄位面,401,12.35,6428181.2053,0.0,0.0032,1.0,258
S008,掠夺文明,城邦文明,灾厄位面,411,4.14,inf,0.0,0.0,1.0,266
S008,掠夺文明,城邦文明,灾厄位面,421,2.87,nan,0.0,0.4033,1.0,271
S008,掠夺文明,城邦文明,灾厄位面,431,1.78,nan,0.0,0.4001,1.0,278
S008,掠夺文明,城邦文明,灾厄位面,441,1.26,nan,0.007,0.4015,1.0,285
S008,掠夺文明,城邦文明,灾厄位面,451,0.0,nan,0.0,0.4001,1.0,289
S008,掠夺文明,城邦文明,灾厄位面,461,0.0,nan,0.0,0.4001,1.0,289
S008,掠夺文明,城邦文明,灾厄位面,471,0.0,nan,0.0,0.4001,1.0,289
S008,掠夺文明,城邦文明,灾厄位面,481,0.0,nan,0.0,0.4001,1.0,289
S008,掠夺文明,城邦文明,灾厄位面,491,0.0,nan,0.0,0.4001,1.0,289
S009,掠夺文明,大陆文明,贫瘠位面,1,1039.94,6.0141,0.6707,0.5308,0.005,0
S009,掠夺文明,大陆文明,贫瘠位面,11,1481.52,6.2069,0.4694,0.6748,0.0839,0
S009,掠夺文明,大陆文明,贫瘠位面,21,1978.45,6.4726,0.2387,0.7004,0.2255,1
S009,掠夺文明,大陆文明,贫瘠位面,31,2426.52,6.802,0.2099,0.64,0.4403,7
S009,掠夺文明,大陆文明,贫瘠位面,41,2735.02,7.2402,0.2215,0.5603,0.7284,12
S009,掠夺文明,大陆文明,贫瘠位面,51,2858.23,7.8282,0.3108,0.4936,1.0,18
S009,掠夺文明,大陆文明,贫瘠位面,61,2923.95,8.5914,0.2423,0.4722,1.0,22
S009,掠夺文明,大陆文明,贫瘠位面,71,3014.39,9.5054,0.2135,0.4631,1.0,25
S009,掠夺文明,大陆文明,贫瘠位面,81,3016.83,10.6426,0.2946,0.4873,1.0,31
S009,掠夺文明,大陆文明,贫瘠位面,91,3090.73,12.079,0.3794,0.5127,1.0,34
S009,掠夺文明,大陆文明,贫瘠位面,101,3216.13,13.8593,0.3182,0.4946,1.0,37
S009,掠夺文明,大陆文明,贫瘠位面,111,3388.45,16.0184,0.404,0.5201,1.0,40
S009,掠夺文明,大陆文明,贫瘠位面,121,3666.2,18.6923,0.4068,0.5213,1.0,40
S009,掠夺文明,大陆文明,贫瘠位面,131,3883.06,22.0583,0.445,0.537,1.0,40
S009,掠夺文明,大陆文明,贫瘠位面,141,4184.99,26.2849,0.3887,0.5159,1.0,41
S009,掠夺文明,大陆文明,贫瘠位面,151,4354.53,31.7163,0.4778,0.5422,1.0,42
S009,掠夺文明,大陆文明,贫瘠位面,161,4651.83,38.9759,0.4858,0.5446,1.0,42
S009,掠夺文明,大陆文明,贫瘠位面,171,4961.22,48.8557,0.5033,0.5499,1.0,42
S009,掠夺文明,大陆文明,贫瘠位面,181,5233.17,62.8781,0.5977,0.5781,1.0,42
S009,掠夺文明,大陆文明,贫瘠位面,191,5694.9,83.964,0.6963,0.6076,1.0,42
S009,掠夺文明,大陆文明,贫瘠位面,201,6324.31,116.5493,0.7218,0.6152,1.0,42
S009,掠夺文明,大陆文明,贫瘠位面,211,7068.63,170.7282,0.7682,0.6296,1.0,42
S009,掠夺文明,大陆文明,贫瘠位面,221,7887.44,269.2975,0.844,0.6518,1.0,42
S009,掠夺文明,大陆文明,贫瘠位面,231,8928.96,472.6864,0.9046,0.67,1.0,42
S009,掠夺文明,大陆文明,贫瘠位面,241,10201.82,976.867,0.8899,0.6662,1.0,42
S009,掠夺文明,大陆文明,贫瘠位面,251,4165.94,3582.2099,0.7935,0.634,1.0,42
S009,掠夺文明,大陆文明,贫瘠位面,261,2266.2,42146.9143,0.5793,0.1788,1.0,42
S009,掠夺文明,大陆文明,贫瘠位面,271,1266.73,516315007.318,0.3614,0.1113,1.0,42
S009,掠夺文明,大陆文明,贫瘠位面,281,648.04,nan,0.0,0.0014,1.0,47
S009,掠夺文明,大陆文明,贫瘠位面,291,475.4,nan,0.007,0.4017,1.0,54
S009,掠夺文明,大陆文明,贫瘠位面,301,380.84,nan,0.0,0.4013,1.0,59
S009,掠夺文明,大陆文明,贫瘠位面,311,319.84,nan,0.0496,0.414,1.0,64
S009,掠夺文明,大陆文明,贫瘠位面,321,280.57,nan,0.1232,0.436,1.0,68
S009,掠夺文明,大陆文明,贫瘠位面,331,239.74,nan,0.1217,0.4362,1.0,76
S009,掠夺文明,大陆文明,贫瘠位面,341,200.51,nan,0.0,0.4061,1.0,81
S009,掠夺文明,大陆文明,贫瘠位面,351,160.35,nan,0.0282,0.4076,1.0,88
S009,掠夺文明,大陆文明,贫瘠位面,361,136.86,nan,0.0539,0.4153,1.0,95
S009,掠夺文明,大陆文明,贫瘠位面,371,105.03,nan,0.0071,0.4025,1.0,103
S009,掠夺文明,大陆文明,贫瘠位面,381,87.75,nan,0.0554,0.4157,1.0,109
S009,掠夺文明,大陆文明,贫瘠位面,391,70.08,nan,0.0071,0.4025,1.0,116
S009,掠夺文明,大陆文明,贫瘠位面,401,51.32,nan,0.0,0.4042,1.0,124
S009,掠夺文明,大陆文明,贫瘠位面,411,41.58,nan,0.0353,0.4097,1.0,132
S009,掠夺文明,大陆文明,贫瘠位面,421,29.1,nan,0.014,0.4034,1.0,139
S009,掠夺文明,大陆文明,贫瘠位面,431,23.99,nan,0.086,0.4248,1.0,147
S009,掠夺文明,大陆文明,贫瘠位面,441,20.38,nan,0.0424,0.4118,1.0,153
S009,掠夺文明,大陆文明,贫瘠位面,451,15.69,nan,0.0282,0.4076,1.0,160
S009,掠夺文明,大陆文明,贫瘠位面,461,12.1,nan,0.0496,0.414,1.0,167
S009,掠夺文明,大陆文明,贫瘠位面,471,10.28,nan,0.1232,0.436,1.0,175
S009,掠夺文明,大陆文明,贫瘠位面,481,8.87,nan,0.2001,0.459,1.0,183
S009,掠夺文明,大陆文明,贫瘠位面,491,8.0,nan,0.1865,0.455,1.0,186
S010,掠夺文明,大陆文明,普通位面,1,1033.78,6.0141,0.6707,0.5308,0.0,0
S010,掠夺文明,大陆文明,普通位面,11,1434.24,6.2022,0.534,0.8595,0.0006,0
S010,掠夺文明,大陆文明,普通位面,21,1903.69,6.4736,0.3348,0.7986,0.0387,2
S010,掠夺文明,大陆文明,普通位面,31,2438.76,6.835,0.3616,0.7688,0.1484,6
S010,掠夺文明,大陆文明,普通位面,41,3114.38,7.3003,0.3237,0.6976,0.3657,10
S010,掠夺文明,大陆文明,普通位面,51,3578.31,7.844,0.1273,0.5404,0.7126,18
S010,掠夺文明,大陆文明,普通位面,61,3820.21,8.4909,0.0,0.4052,1.0,27
S010,掠夺文明,大陆文明,普通位面,71,4218.64,9.2298,0.0146,0.4037,1.0,32
S010,掠夺文明,大陆文明,普通位面,81,4395.94,10.096,0.007,0.4018,1.0,39
S010,掠夺文明,大陆文明,普通位面,91,4660.88,11.1075,0.007,0.402,1.0,46
S010,掠夺文明,大陆文明,普通位面,101,4872.11,12.2786,0.014,0.4034,1.0,54
S010,掠夺文明,大陆文明,普通位面,111,5226.39,13.6537,0.0071,0.4033,1.0,60
S010,掠夺文明,大陆文明,普通位面,121,5393.6,15.2251,0.0211,0.4055,1.0,67
S010,掠夺文明,大陆文明,普通位面,131,4688.88,17.1825,0.0,0.4001,1.0,73
S010,掠夺文明,大陆文明,普通位面,141,4819.83,19.664,0.0,0.4048,1.0,77
S010,掠夺文明,大陆文明,普通位面,151,4292.44,22.6772,0.0,0.401,1.0,82
S010,掠夺文明,大陆文明,普通位面,161,4513.85,26.3447,0.0282,0.4076,1.0,88
S010,掠夺文明,大陆文明,普通位面,171,4101.86,30.865,0.014,0.4034,1.0,94
S010,掠夺文明,大陆文明,普通位面,181,3952.22,36.5823,0.0424,0.4118,1.0,101
S010,掠夺文明,大陆文明,普通位面,191,4119.44,43.5116,0.007,0.4024,1.0,106
S010,掠夺文明,大陆文明,普通位面,201,3755.44,52.7328,0.014,0.4034,1.0,112
S010,掠夺文明,大陆文明,普通位面,211,3657.27,64.8595,0.0282,0.4076,1.0,117
S010,掠夺文明,大陆文明,普通位面,221,3929.49,80.2481,0.0141,0.4036,1.0,122
S010,掠夺文明,大陆文明,普通位面,231,3581.23,101.687,0.007,0.4018,1.0,128
S010,掠夺文明,大陆文明,普通位面,241,3290.16,134.2255,0.014,0.4035,1.0,134
S010,掠夺文明,大陆文明,普通位面,251,3053.18,183.615,0.0211,0.4055,1.0,142
S010,掠夺文明,大陆文明,普通位面,261,2996.43,259.2192,0.014,0.4035,1.0,151
S010,掠夺文明,大陆文明,普通位面,271,2961.92,383.7222,0.0,0.4013,1.0,157
S010,掠夺文明,大陆文明,普通位面,281,2497.77,630.7478,0.007,0.4015,1.0,164
S010,掠夺文明,大陆文明,普通位面,291,2573.52,1161.1718,0.0568,0.4161,1.0,170
S010,掠夺文明,大陆文明,普通位面,301,2428.1,2468.7346,0.007,0.4016,1.0,176
S010,掠夺文明,大陆文明,普通位面,311,2308.24,7313.1249,0.0081,0.4024,1.0,183
S010,掠夺文明,大陆文明,普通位面,321,2268.96,43087.3789,0.0211,0.4055,1.0,190
S010,掠夺文明,大陆文明,普通位面,331,1001.77,13220923.1273,0.0,0.0003,1.0,199
S010,掠夺文明,大陆文明,普通位面,341,334.11,nan,0.0,0.0,1.0,206
S010,掠夺文明,大陆文明,普通位面,351,213.9,nan,0.007,0.4015,1.0,214
S010,掠夺文明,大陆文明,普通位面,361,152.81,nan,0.014,0.4034,1.0,221
S010,掠夺文明,大陆文明,普通位面,371,110.47,nan,0.014,0.4035,1.0,228
S010,掠夺文明,大陆文明,普通位面,381,87.47,nan,0.0424,0.4118,1.0,235
S010,掠夺文明,大陆文明,普通位面,391,71.79,nan,0.0353,0.4097,1.0,242
S010,掠夺文明,大陆文明,普通位面,401,51.49,nan,0.0211,0.4055,1.0,249
S010,掠夺文明,大陆文明,普通位面,411,34.71,nan,0.014,0.4034,1.0,258
S010,掠夺文明,大陆文明,普通位面,421,25.65,nan,0.007,0.4016,1.0,266
S010,掠夺文明,大陆文明,普通位面,431,19.59,nan,0.0282,0.4076,1.0,272
S010,掠夺文明,大陆文明,普通位面,441,14.05,nan,0.007,0.4016,1.0,279
S010,掠夺文明,大陆文明,普通位面,451,11.42,nan,0.014,0.4035,1.0,284
S010,掠夺文明,大陆文明,普通位面,461,10.03,nan,0.086,0.4249,1.0,288
S010,掠夺文明,大陆文明,普通位面,471,7.73,nan,0.0141,0.4035,1.0,295
S010,掠夺文明,大陆文明,普通位面,481,5.75,nan,0.0,0.4029,1.0,303
S010,掠夺文明,大陆文明,普通位面,491,4.23,nan,0.0211,0.4054,1.0,312
S011,掠夺文明,大陆文明,富饶位面,1,1034.84,6.0141,0.6707,0.5308,0.0,0
S011,掠夺文明,大陆文明,富饶位面,11,1479.79,6.1998,0.5405,0.8628,0.0,0
S011,掠夺文明,大陆文明,富饶位面,21,2084.64,6.4979,0.5362,0.8603,0.0,0
S011,掠夺文明,大陆文明,富饶位面,31,2864.2,6.9041,0.5526,0.8542,0.0465,0
S011,掠夺文明,大陆文明,富饶位面,41,3953.84,7.4427,0.5377,0.8015,0.2391,0
S011,掠夺文明,大陆文明,富饶位面,51,5237.83,8.1126,0.6197,0.7056,0.6765,0
S011,掠夺文明,大陆文明,富饶位面,61,6503.32,8.9599,0.5493,0.5678,1.0,0
S011,掠夺文明,大陆文明,富饶位面,71,7882.84,9.9893,0.4653,0.5386,1.0,0
S011,掠夺文明,大陆文明,富饶位面,81,9084.77,11.1744,0.2452,0.4745,1.0,5
S011,掠夺文明,大陆文明,富饶位面,91,10414.67,12.554,0.2642,0.4787,1.0,8
S011,掠夺文明,大陆文明,富饶位面,101,11939.59,14.2031,0.2743,0.4832,1.0,12
S011,掠夺文明,大陆文明,富饶位面,111,13581.89,16.1765,0.2745,0.482,1.0,16
S011,掠夺文明,大陆文明,富饶位面,121,14867.49,18.5221,0.2072,0.4613,1.0,23
S011,掠夺文明,大陆文明,富饶位面,131,16397.88,21.3439,0.2129,0.4629,1.0,27
S011,掠夺文明,大陆文明,富饶位面,141,17013.98,24.7424,0.1374,0.4403,1.0,35
S011,掠夺文明,大陆文明,富饶位面,151,18264.25,28.9559,0.1359,0.4469,1.0,40
S011,掠夺文明,大陆文明,富饶位面,161,19166.23,34.1624,0.1615,0.4475,1.0,47
S011,掠夺文明,大陆文明,富饶位面,171,20532.24,40.5842,0.1205,0.4352,1.0,50
S011,掠夺文明,大陆文明,富饶位面,181,21233.86,48.8794,0.1973,0.4582,1.0,58
S011,掠夺文明,大陆文明,富饶位面,191,22154.72,60.1751,0.1797,0.453,1.0,65
S011,掠夺文明,大陆文明,富饶位面,201,23503.02,75.5736,0.2592,0.4767,1.0,71
S011,掠夺文明,大陆文明,富饶位面,211,25577.58,97.2254,0.2544,0.4753,1.0,75
S011,掠夺文明,大陆文明,富饶位面,221,27033.45,128.5127,0.2784,0.4825,1.0,79
S011,掠夺文明,大陆文明,富饶位面,231,28626.65,176.6002,0.0996,0.4357,1.0,82
S011,掠夺文明,大陆文明,富饶位面,241,28477.09,251.9989,0.0483,0.4172,1.0,89
S011,掠夺文明,大陆文明,富饶位面,251,28651.46,380.3112,0.0393,0.4109,1.0,95
S011,掠夺文明,大陆文明,富饶位面,261,29599.1,606.9681,0.0522,0.4148,1.0,100
S011,掠夺文明,大陆文明,富饶位面,271,29902.54,1076.3021,0.0283,0.4076,1.0,106
S011,掠夺文明,大陆文明,富饶位面,281,27755.25,2256.8603,0.0,0.4008,1.0,113
S011,掠夺文明,大陆文明,富饶位面,291,28445.38,6380.2222,0.0713,0.4205,1.0,121
S011,掠夺文明,大陆文明,富饶位面,301,29609.83,33399.3547,0.0498,0.414,1.0,126
S011,掠夺文明,大陆文明,富饶位面,311,27002.08,2445685.3062,0.0401,0.1334,1.0,134
S011,掠夺文明,大陆文明,富饶位面,321,9251.25,4.509876982077382e+267,0.0,0.0,1.0,142
S011,掠夺文明,大陆文明,富饶位面,331,5858.94,nan,0.0279,0.4074,1.0,147
S011,掠夺文明,大陆文明,富饶位面,341,4411.64,nan,0.0353,0.4097,1.0,153
S011,掠夺文明,大陆文明,富饶位面,351,3808.62,nan,0.1082,0.4315,1.0,159
S011,掠夺文明,大陆文明,富饶位面,361,3331.66,nan,0.1844,0.4543,1.0,165
S011,掠夺文明,大陆文明,富饶位面,371,2904.14,nan,0.1078,0.4321,1.0,169
S011,掠夺文明,大陆文明,富饶位面,381,2223.18,nan,0.0141,0.4035,1.0,176
S011,掠夺文明,大陆文明,富饶位面,391,1681.8,nan,0.0211,0.4055,1.0,183
S011,掠夺文明,大陆文明,富饶位面,401,1320.96,nan,0.007,0.4024,1.0,189
S011,掠夺文明,大陆文明,富饶位面,411,1049.22,nan,0.0353,0.4097,1.0,197
S011,掠夺文明,大陆文明,富饶位面,421,829.69,nan,0.0209,0.4056,1.0,205
S011,掠夺文明,大陆文明,富饶位面,431,664.14,nan,0.007,0.4018,1.0,211
S011,掠夺文明,大陆文明,富饶位面,441,574.68,nan,0.038,0.4141,1.0,217
S011,掠夺文明,大陆文明,富饶位面,451,462.3,nan,0.0353,0.4097,1.0,222
S011,掠夺文明,大陆文明,富饶位面,461,320.28,nan,0.0211,0.4055,1.0,232
S011,掠夺文明,大陆文明,富饶位面,471,253.53,nan,0.0568,0.4161,1.0,239
S011,掠夺文明,大陆文明,富饶位面,481,195.48,nan,0.0211,0.4055,1.0,247
S011,掠夺文明,大陆文明,富饶位面,491,153.9,nan,0.0641,0.4183,1.0,256
S012,掠夺文明,大陆文明,灾厄位面,1,1039.19,6.0141,0.6385,0.5241,0.002,0
S012,掠夺文明,大陆文明,灾厄位面,11,1458.9,6.1819,0.2155,0.7587,0.0503,0
S012,掠夺文明,大陆文明,灾厄位面,21,1906.64,6.3735,0.0,0.6609,0.1555,2
S012,掠夺文明,大陆文明,灾厄位面,31,2202.61,6.6343,0.0093,0.6149,0.3166,9
S012,掠夺文明,大陆文明,灾厄位面,41,2571.16,6.9745,0.0,0.5483,0.5422,15
S012,掠夺文明,大陆文明,灾厄位面,51,2858.38,7.3933,0.0,0.4611,0.8458,22
S012,掠夺文明,大陆文明,灾厄位面,61,3093.26,7.9084,0.0,0.4,1.0,29
S012,掠夺文明,大陆文明,灾厄位面,71,3375.44,8.5214,0.014,0.4034,1.0,31
S012,掠夺文明,大陆文明,灾厄位面,81,3510.06,9.25,0.007,0.4018,1.0,36
S012,掠夺文明,大陆文明,灾厄位面,91,3620.58,10.1068,0.0,0.401,1.0,41
S012,掠夺文明,大陆文明,灾厄位面,101,3829.06,11.113,0.0,0.4,1.0,45
S012,掠夺文明,大陆文明,灾厄位面,111,3843.33,12.277,0.0,0.4,1.0,51
S012,掠夺文明,大陆文明,灾厄位面,121,3888.98,13.6692,0.0353,0.4097,1.0,59
S012,掠夺文明,大陆文明,灾厄位面,131,3429.22,15.363,0.0,0.4003,1.0,67
S012,掠夺文明,大陆文明,灾厄位面,141,2968.49,17.5601,0.0,0.4005,1.0,74
S012,掠夺文明,大陆文明,灾厄位面,151,2065.93,20.6619,0.0,0.4,1.0,80
S012,掠夺文明,大陆文明,灾厄位面,161,1601.78,24.9602,0.0,0.4,1.0,87
S012,掠夺文明,大陆文明,灾厄位面,171,1226.83,30.894,0.0,0.401,1.0,94
