scenario_id,civilization_type,population_level,initial_population,environment,resource_abundance,disaster_freq,round,population,resources,tech_level,stability,happiness,conflict_count,env_degradation,military_power,knowledge,per_capita_resource,carrying_capacity,alive
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,241,10201.82,9897703.64,976.867,0.8899,0.6662,42,1.0,1279998.34,10488.11,970.1903,2285.93,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,242,10314.43,8308770.36,1062.9908,0.9009,0.6691,42,1.0,1375939.79,11090.8,805.5478,2303.65,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,243,10436.61,6462421.53,1159.952,0.8786,0.6652,42,1.0,1482007.15,11752.3,619.2069,2321.97,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,244,10560.79,4322778.66,1269.2723,0.8896,0.6664,42,1.0,1598191.36,12467.63,409.3233,2340.87,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,245,8231.11,1357099.02,1393.0848,0.9006,0.669,42,1.0,1727470.57,13257.34,164.8743,2360.4,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,246,6845.22,416218.22,1572.2207,0.8248,0.6539,42,1.0,1837396.06,14153.78,60.8042,2385.78,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,247,5874.68,0.0,1813.6631,0.8356,0.6517,42,1.0,1935703.54,15146.65,0.0,2415.77,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,248,5685.63,1406421.38,2129.5406,0.8214,0.368,42,1.0,2032998.46,16319.36,247.364,2449.47,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,249,5056.24,174722.03,2499.9885,0.8279,0.5643,42,1.0,2143467.42,17685.4,34.5557,2483.13,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,250,4564.2,928673.38,2975.4462,0.834,0.6244,42,1.0,2259059.89,19317.06,203.4691,2519.68,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,251,4165.94,244974.19,3582.2099,0.7935,0.634,42,1.0,2383841.5,21287.96,58.804,2558.64,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,252,3834.58,0.0,4355.3605,0.804,0.639,42,1.0,2518515.83,23631.38,0.0,2599.67,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,253,3562.72,0.0,5343.9476,0.7896,0.3575,42,1.0,2670910.09,26523.57,0.0,2642.62,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,254,3331.11,442473.89,6615.2026,0.771,0.2692,42,1.0,2844620.11,30075.16,132.8307,2687.43,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,255,3134.96,0.0,8265.013,0.776,0.5237,42,1.0,3045601.62,34466.29,0.0,2734.18,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,256,2955.81,0.0,10431.184,0.7599,0.3167,42,1.0,3284397.56,40024.06,0.0,2783.06,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,257,2797.86,0.0,13329.4731,0.7406,0.2505,42,1.0,3569210.37,47061.48,0.0,2834.54,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,258,2669.57,0.0,17276.8181,0.7204,0.2264,42,1.0,3914515.91,56083.17,0.0,2889.01,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,259,2531.84,0.0,22745.1283,0.6998,0.2149,42,1.0,4343027.36,67822.21,0.0,2946.75,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,260,2398.13,0.0,30578.1205,0.6004,0.1905,42,1.0,4879906.12,83414.95,0.0,3008.9,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,261,2266.2,0.0,42146.9143,0.5793,0.1788,42,1.0,5554827.34,103650.48,0.0,3076.28,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,262,2148.51,0.0,59782.1603,0.5579,0.1708,42,1.0,6439958.23,131973.86,0.0,3149.68,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,263,2023.54,0.0,87876.846,0.5365,0.1639,42,1.0,7639086.79,173045.84,0.0,3230.58,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,264,1912.3,0.0,135556.2496,0.515,0.1573,42,1.0,9311185.77,235530.47,0.0,3321.6,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,265,1808.12,0.0,222359.7587,0.4933,0.1508,42,1.0,11768030.78,336590.16,0.0,3425.53,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,266,1715.28,0.0,396422.4076,0.4716,0.1443,42,1.0,15609768.56,514185.52,0.0,3546.95,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,267,1613.76,0.0,794480.5042,0.4497,0.1377,42,1.0,22162163.78,864927.87,0.0,3692.94,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,268,1519.16,0.0,1906534.8777,0.4278,0.1312,42,1.0,34617380.05,1694123.8,0.0,3876.77,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,269,1432.1,0.0,6117969.9756,0.4058,0.1246,42,1.0,62986457.16,4314712.2,0.0,4121.62,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,270,1344.2,0.0,33129303.1596,0.3836,0.1179,42,1.0,149478834.53,18286433.06,0.0,4476.35,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,271,1266.73,0.0,516315007.318,0.3614,0.1113,42,1.0,592039174.79,232605455.02,0.0,5053.07,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,272,1194.57,0.0,78971858247.5317,0.3391,0.1046,42,1.0,7121020068.76,32486626411.84,0.0,6109.4,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,273,1118.7,0.0,1550785458814189.8,0.3167,0.0979,43,1.0,950354278749.19,623021750008666.5,0.0,8185.28,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,274,1051.24,0.0,5.7973494872248424e+23,0.2941,0.0911,43,1.0,1.73496328643191e+16,2.2899277863010178e+23,0.0,12330.54,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,275,982.13,0.0,7.965307028812087e+40,0.2715,0.0844,44,1.0,6.094388427296595e+24,3.0924195382351075e+40,0.0,20617.48,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,276,926.73,0.0,1.4779242650363962e+75,0.162,0.0593,44,1.0,7.823005990129873e+41,5.637485192101519e+74,0.0,37187.75,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,277,872.14,0.0,4.999065695514123e+143,0.1388,0.047,44,1.0,1.3696325320957255e+76,1.7426028657804867e+143,0.0,70324.57,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,278,816.06,0.0,5.226831724336701e+280,0.0598,0.0266,45,1.0,4.3598643679002864e+144,1.7857607969632107e+280,0.0,136579.3,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,279,756.35,0.0,inf,0.0362,0.0156,46,1.0,4.2654281691274806e+281,inf,0.0,inf,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,280,680.01,0.0,nan,0.0,0.0047,47,1.0,inf,nan,0.0,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,281,648.04,nan,nan,0.0,0.0014,47,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,282,608.54,nan,nan,0.001,0.2806,48,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,283,601.74,nan,nan,0.0062,0.3655,48,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,284,588.41,nan,nan,0.0127,0.3923,49,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,285,576.7,nan,nan,0.0196,0.4018,50,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,286,569.98,nan,nan,0.0266,0.4061,50,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,287,561.92,nan,nan,0.0337,0.4089,51,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,288,536.43,nan,nan,0.0,0.4027,51,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,289,520.99,nan,nan,0.007,0.4023,52,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,290,486.56,nan,nan,0.0,0.4007,53,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,291,475.4,nan,nan,0.007,0.4017,54,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,292,470.75,nan,nan,0.014,0.4035,54,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,293,462.94,nan,nan,0.0211,0.4055,55,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,294,458.05,nan,nan,0.0282,0.4076,55,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,295,432.99,nan,nan,0.0,0.4023,56,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,296,429.98,nan,nan,0.007,0.4022,56,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,297,420.33,nan,nan,0.0141,0.4036,57,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,298,417.15,nan,nan,0.0211,0.4055,57,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,299,415.02,nan,nan,0.0282,0.4076,57,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,300,408.54,nan,nan,0.0102,0.4044,58,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,301,380.84,nan,nan,0.0,0.4013,59,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,302,377.42,nan,nan,0.007,0.4019,59,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,303,372.68,nan,nan,0.014,0.4035,60,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,304,349.81,nan,nan,0.0,0.4011,61,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,305,345.38,nan,nan,0.007,0.4018,62,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,306,341.76,nan,nan,0.014,0.4035,62,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,307,338.83,nan,nan,0.0211,0.4055,62,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,308,332.47,nan,nan,0.0282,0.4076,63,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,309,330.19,nan,nan,0.0353,0.4097,63,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,310,326.9,nan,nan,0.0424,0.4118,63,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,311,319.84,nan,nan,0.0496,0.414,64,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,312,316.27,nan,nan,0.0568,0.4161,64,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,313,313.84,nan,nan,0.0641,0.4183,64,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,314,310.19,nan,nan,0.0713,0.4205,64,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,315,308.57,nan,nan,0.0786,0.4227,64,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,316,301.26,nan,nan,0.086,0.4249,65,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,317,293.72,nan,nan,0.0934,0.4271,66,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,318,292.71,nan,nan,0.1008,0.4293,66,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,319,288.0,nan,nan,0.1082,0.4315,67,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,320,285.11,nan,nan,0.1157,0.4337,67,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,321,280.57,nan,nan,0.1232,0.436,68,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,322,274.39,nan,nan,0.1307,0.4382,69,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,323,270.57,nan,nan,0.1383,0.4405,70,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,324,266.39,nan,nan,0.1459,0.4428,71,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,325,263.29,nan,nan,0.1535,0.4451,71,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,326,259.3,nan,nan,0.1612,0.4474,72,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,327,255.87,nan,nan,0.1689,0.4497,73,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,328,252.25,nan,nan,0.1767,0.452,74,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,329,249.41,nan,nan,0.1066,0.438,74,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,330,245.1,nan,nan,0.1142,0.4354,75,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,331,239.74,nan,nan,0.1217,0.4362,76,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,332,237.92,nan,nan,0.1293,0.438,76,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,333,233.97,nan,nan,0.1369,0.4401,77,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,334,231.77,nan,nan,0.1044,0.434,77,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,335,230.98,nan,nan,0.1119,0.4337,77,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,336,225.8,nan,nan,0.0892,0.4288,78,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,337,222.08,nan,nan,0.0482,0.4188,79,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,338,219.5,nan,nan,0.0555,0.4173,79,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,339,216.19,nan,nan,0.0627,0.4184,80,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,340,210.5,nan,nan,0.07,0.4202,81,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,341,200.51,nan,nan,0.0,0.4061,81,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,342,197.77,nan,nan,0.0071,0.4033,82,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,343,195.82,nan,nan,0.0141,0.404,82,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,344,192.24,nan,nan,0.0212,0.4056,83,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,345,187.66,nan,nan,0.0283,0.4076,84,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,346,183.81,nan,nan,0.0354,0.4097,85,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,347,172.06,nan,nan,0.0,0.4029,86,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,348,170.5,nan,nan,0.007,0.4024,86,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,349,165.72,nan,nan,0.0141,0.4037,87,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,350,161.36,nan,nan,0.0211,0.4055,88,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,351,160.35,nan,nan,0.0282,0.4076,88,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,352,159.41,nan,nan,0.0353,0.4097,88,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,353,157.07,nan,nan,0.0425,0.4118,89,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,354,155.65,nan,nan,0.0497,0.414,89,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,355,153.17,nan,nan,0.0569,0.4161,90,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,356,150.4,nan,nan,0.0641,0.4183,91,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,357,146.99,nan,nan,0.0714,0.4205,92,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,358,146.22,nan,nan,0.0323,0.4129,92,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,359,142.3,nan,nan,0.0395,0.4122,93,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,360,139.74,nan,nan,0.0467,0.4134,94,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,361,136.86,nan,nan,0.0539,0.4153,95,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,362,133.8,nan,nan,0.0611,0.4174,96,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,363,127.68,nan,nan,0.0,0.4052,96,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,364,125.05,nan,nan,0.0071,0.4031,97,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,365,123.62,nan,nan,0.0141,0.4039,97,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,366,121.79,nan,nan,0.0212,0.4056,98,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,367,118.68,nan,nan,0.0283,0.4076,99,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,368,115.86,nan,nan,0.0354,0.4097,100,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,369,113.07,nan,nan,0.0425,0.4118,101,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,370,106.53,nan,nan,0.0,0.4036,102,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,371,105.03,nan,nan,0.0071,0.4025,103,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,372,102.0,nan,nan,0.0141,0.4037,104,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,373,101.02,nan,nan,0.0211,0.4056,104,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,374,100.02,nan,nan,0.0282,0.4076,104,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,375,99.42,nan,nan,0.0353,0.4097,104,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,376,97.36,nan,nan,0.0425,0.4118,105,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,377,95.36,nan,nan,0.0267,0.4092,106,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,378,94.51,nan,nan,0.0339,0.4099,106,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,379,92.11,nan,nan,0.041,0.4116,107,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,380,90.22,nan,nan,0.0482,0.4136,108,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,381,87.75,nan,nan,0.0554,0.4157,109,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,382,86.73,nan,nan,0.0626,0.4179,109,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,383,85.41,nan,nan,0.0699,0.42,110,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,384,84.59,nan,nan,0.0772,0.4222,110,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,385,82.97,nan,nan,0.0138,0.4096,111,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,386,81.98,nan,nan,0.0209,0.4073,111,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,387,80.6,nan,nan,0.028,0.4081,112,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,388,78.93,nan,nan,0.0351,0.4098,113,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,389,76.88,nan,nan,0.0423,0.4118,114,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,390,71.89,nan,nan,0.0,0.4035,115,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,391,70.08,nan,nan,0.0071,0.4025,116,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,392,65.91,nan,nan,0.0,0.4008,117,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,393,62.24,nan,nan,0.0,0.4002,118,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,394,60.54,nan,nan,0.007,0.4015,119,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,395,58.84,nan,nan,0.014,0.4034,120,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,396,57.96,nan,nan,0.0211,0.4054,121,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,397,56.4,nan,nan,0.0282,0.4075,122,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,398,55.67,nan,nan,0.0353,0.4097,123,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,399,55.32,nan,nan,0.0424,0.4118,123,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,400,54.66,nan,nan,0.0496,0.414,123,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,401,51.32,nan,nan,0.0,0.4042,124,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,402,51.0,nan,nan,0.0071,0.4027,124,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,403,49.96,nan,nan,0.0141,0.4038,125,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,404,49.67,nan,nan,0.0212,0.4056,125,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,405,48.64,nan,nan,0.0282,0.4076,126,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,406,46.05,nan,nan,0.0,0.4023,127,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,407,45.39,nan,nan,0.007,0.4022,128,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,408,44.41,nan,nan,0.0141,0.4036,129,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,409,43.46,nan,nan,0.0211,0.4055,130,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,410,42.72,nan,nan,0.0282,0.4076,131,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,411,41.58,nan,nan,0.0353,0.4097,132,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,412,41.21,nan,nan,0.0425,0.4118,132,1.0,nan,nan,nan,nan,1
S009,掠夺文明,大陆文明,1000,贫瘠位面,0.35,0.15,413,38.82,nan,nan,0.0,0.4035,133,1.0,nan,nan,nan,nan,1
